"accountName","accountLinkedin","accountUrl","accountDescription","peopleLinkedin","status","initialReason"
"Verizon","https://www.linkedin.com/company/verizon","https://mycareer.verizon.com/life-at-verizon/benefits/?cid=oso_linkedin_topic_CTA&BID=3138&utm_source=LinkedIn&utm_medium=Social&utm_content=_linkedin_CTA&utm_campaign=OrganicSocial","Product: Verizon offers a range of services including:
- Mobile and data services: They provide phone and internet services to people and businesses.
- Employee benefits: For their employees, they offer benefits like paid parental leave, tuition assistance, health insurance, retirement savings with company match, and more.
- Special programs: They have programs to support their employees in different situations, like adoption assistance, backup care for children or elders, and an enhanced military leave for veterans.

Product categories: Telecommunications, Employee benefits

Users: Verizon sells their phone and internet services to both individuals and businesses. Their employee benefits are for their own employees.","https://linkedin.com/in/poornaanan","invalid","proxycurl scraping error"
"Xerox","https://www.linkedin.com/company/xerox","http://www.xerox.com","Product: 
- Workplace Solutions: Xerox provides tools and services to help businesses run smoothly. This includes things like printers, scanners, and other office equipment.
- Document Management: Xerox helps businesses handle their documents. They can help you scan, store, and find your documents when you need them.
- Digital Printing Technologies: Xerox makes machines that can print things. This includes big machines for printing lots of things at once, like books or newspapers, and smaller machines for printing things like letters or reports.

Product categories: Workplace Solutions, Document Management, Digital Printing Technologies

Users: Xerox sells to businesses of all sizes. They help these businesses handle their documents and print things. They also provide tools and services to help these businesses run smoothly.","https://linkedin.com/in/lizbeth-anaya-733558235","invalid","proxycurl scraping error"
"Xerox","https://www.linkedin.com/company/xerox","http://www.xerox.com","Product: 
- Workplace Solutions: Xerox provides tools and services to help businesses run smoothly. This includes things like printers, scanners, and other office equipment.
- Document Management: Xerox helps businesses handle their documents. They can help you scan, store, and find your documents when you need them.
- Digital Printing Technologies: Xerox makes machines that can print things. This includes big machines for printing lots of things at once, like books or newspapers, and smaller machines for printing things like letters or reports.

Product categories: Workplace Solutions, Document Management, Digital Printing Technologies

Users: Xerox sells to businesses of all sizes. They help these businesses handle their documents and print things. They also provide tools and services to help these businesses run smoothly.","https://linkedin.com/in/adekunle-shittu","invalid","No proxycurl linkedin profile"
"Viasat Inc.","https://www.linkedin.com/company/viasat","http://www.viasat.com","Product: 
- Home Internet: Viasat provides fast and reliable internet service to homes, even in places where cable or fiber isn't available.
- Small Business Internet: They offer internet plans and solutions to help small businesses run their operations efficiently.
- Aviation: Viasat provides in-flight Wi-Fi solutions for commercial and business aviation.
- Defense: They offer satellite communication (SATCOM), line-of-sight (LOS), and cybersecurity solutions for defense purposes.
- Space and Networking Technology: Viasat develops satellite systems, networking, and wireless communications technology.
- Community Internet: They provide internet connectivity to hard-to-reach communities, connecting them with the rest of the world.

Product categories: Home Internet, Small Business Internet, Aviation Wi-Fi, Defense Communication, Space and Networking Technology, Community Internet

Users: Viasat sells to a wide range of customers. This includes regular households who need home internet, small businesses that need efficient internet solutions, commercial and business aviation that require in-flight Wi-Fi, defense departments that need secure communication solutions, and hard-to-reach communities that lack internet connectivity.","https://linkedin.com/in/eric-normand","invalid","Proxycurl linkedin does not match account"
"Trimble Inc.","https://www.linkedin.com/company/trimble","http://www.trimble.com","Product: 
- Trimble provides software, hardware, and services that connect the physical and digital worlds. 
- They offer technology solutions for construction, helping to build infrastructure using cloud-enabled technology.
- They provide geospatial tools for creating digital models of the earth with precision technology.
- They offer solutions for transportation, connecting data and simplifying the world’s supply chain.
- They provide technology and solutions for agriculture, helping to ensure a safe and reliable food supply around the world.

Product categories: Software, Hardware, Services, Construction Technology, Geospatial Tools, Transportation Solutions, Agricultural Technology

Users: Trimble sells to a wide range of industries including construction, geospatial, transportation, and agriculture. Their customers are businesses in these industries that need to improve productivity, quality, safety, and sustainability. They serve customers all over the world, in over 141 countries.","https://linkedin.com/in/patience-cole2","invalid","Proxycurl linkedin does not match account"
"Xerox","https://www.linkedin.com/company/xerox","http://www.xerox.com","Product: 
- Workplace Solutions: Xerox provides tools and services to help businesses run smoothly. This includes things like printers, scanners, and other office equipment.
- Document Management: Xerox helps businesses handle their documents. They can help you scan, store, and find your documents when you need them.
- Digital Printing Technologies: Xerox makes machines that can print things. This includes big machines for printing lots of things at once, like books or newspapers, and smaller machines for printing things like letters or reports.

Product categories: Workplace Solutions, Document Management, Digital Printing Technologies

Users: Xerox sells to businesses of all sizes. They help these businesses handle their documents and print things. They also provide tools and services to help these businesses run smoothly.","https://linkedin.com/in/michael-key-088a0a11","invalid","Proxycurl linkedin does not match account"
"Wayfair","https://www.linkedin.com/company/wayfair","http://aboutwayfair.com/careers","Product: Wayfair is an online store that sells a wide variety of items for your home. This includes furniture, decor, outdoor products, and more. They also offer tools to make the shopping process easier and customer service to help you find what you need.

Product categories: Online Retail, Home Goods, Furniture, Decor, Outdoor Products

Users: Wayfair sells to anyone who needs items for their home. This could be someone who is moving into a new house, someone who is redecorating their current home, or someone who just needs a new piece of furniture or decor. They sell to customers all over the world.","https://linkedin.com/in/haley-bourke-923569216","invalid","Proxycurl linkedin does not match account"
"Wells Fargo","https://www.linkedin.com/company/wellsfargo","http://www.wellsfargo.com","Product: 
- Checking accounts: These are basic bank accounts where you can deposit and withdraw money.
- Savings & CDs: These are accounts where you can save money and earn interest. CDs, or Certificates of Deposit, are a type of savings account with a fixed term and usually higher interest rates.
- Credit Cards: These are cards that you can use to buy things now and pay for them later.
- Home Loans: These are loans you can get to buy a house.
- Personal Loans: These are loans you can get for personal needs, like paying for a big expense or consolidating debt.
- Auto Loans: These are loans you can get to buy a car.
- Investing: This is a service where Wells Fargo helps you invest your money in things like stocks and bonds to help it grow.
- Premier: This is a special service for people with more money in their accounts. It comes with extra benefits.
- Education & Tools: These are resources to help you understand and manage your money better.

Product categories: Banking, Credit Cards, Loans, Investing, Financial Education

Users: Wells Fargo sells to anyone who needs financial services. This includes individuals who need a place to keep their money, a way to pay for things, or help with buying a house or car. It also includes people who want to invest their money or need help understanding how to manage their money. They also have services for businesses.","https://linkedin.com/in/vijay-naik","invalid","Proxycurl linkedin does not match account"
"Visa","https://www.linkedin.com/company/visa/","http://usa.visa.com/careers/index.jsp","Product: Visa provides a digital payment service. This service allows people to pay for things using their Visa cards. It also lets businesses accept payments from customers who use Visa cards. 

Product categories: Digital Payments, Financial Services

Users: Visa's service is used by regular people who want to buy things, businesses that want to sell things, and banks that issue Visa cards. It's also used by government entities in over 200 countries and territories.","https://linkedin.com/in/siva-k-1965929","invalid","proxycurl scraping error"
"Visa","https://www.linkedin.com/company/visa/","http://usa.visa.com/careers/index.jsp","Product: Visa provides a digital payment service. This service allows people to pay for things using their Visa cards. It also lets businesses accept payments from customers who use Visa cards. 

Product categories: Digital Payments, Financial Services

Users: Visa's service is used by regular people who want to buy things, businesses that want to sell things, and banks that issue Visa cards. It's also used by government entities in over 200 countries and territories.","https://linkedin.com/in/kishore-nanda-917b19237","invalid","proxycurl scraping error"
"Discovery Inc","https://linkedin.com/company/discoveryinc","http://careers.wbd.com","Product: Warner Bros. Discovery is a media and entertainment company that provides a wide range of content. They offer television shows, films, sports broadcasts, news, streaming services, and video games. They also provide job opportunities in various fields related to media and entertainment.

Product categories: Media and Entertainment, Job Opportunities

Users: Their products are for anyone who enjoys watching television, films, sports, or playing video games. They also offer job opportunities to people who are interested in working in the media and entertainment industry.","https://linkedin.com/in/real-alex-trent","invalid","proxycurl scraping error"
"Discovery Inc","https://linkedin.com/company/discoveryinc","http://careers.wbd.com","Product: Warner Bros. Discovery is a media and entertainment company that provides a wide range of content. They offer television shows, films, sports broadcasts, news, streaming services, and video games. They also provide job opportunities in various fields related to media and entertainment.

Product categories: Media and Entertainment, Job Opportunities

Users: Their products are for anyone who enjoys watching television, films, sports, or playing video games. They also offer job opportunities to people who are interested in working in the media and entertainment industry.","https://linkedin.com/in/cookeric","invalid","No proxycurl linkedin profile"
"Abiomed","https://www.linkedin.com/company/abiomed","http://www.abiomed.com","Product: 
- Impella Heart Pumps: These are tiny heart pumps that help the heart by improving blood flow. 
- Abiomed Breethe OXY-1 System: This is a small system that helps people who have trouble breathing by providing them with oxygen. It's designed to be easy to use and move around with. 
- Services and Support: Abiomed also offers help to healthcare professionals. They provide support in person, over the phone, and online to help doctors and nurses use their products and get the best results for their patients.

Product categories: Medical Devices, Healthcare Support Services

Users: Abiomed sells to healthcare professionals like doctors and nurses. These professionals use Abiomed's products to help their patients who have heart or breathing problems.","https://linkedin.com/in/derya-d-4b757113b","invalid","proxycurl scraping error"
"DocuSign","https://www.linkedin.com/company/docusign","http://www.docusign.com","Product: 
- DocuSign eSignature: This is a tool that lets people sign documents electronically. It can be used on almost any device and from anywhere.
- Contract Lifecycle Management: This is a service that helps businesses manage their contracts. It keeps all important documents in one place and makes it easier to work on them.
- Integrations: DocuSign can be connected with over 400 other tools. This makes it easier for businesses to use contracts in their workflows.

Product categories: Electronic Signature, Contract Management, Software Integrations

Users: DocuSign is used by businesses of all sizes. They sell to companies that need to sign documents electronically or manage their contracts. They also work with businesses that want to connect DocuSign with other tools they use.","https://linkedin.com/in/hmoats","invalid","Proxycurl linkedin does not match account"
"DocuSign","https://www.linkedin.com/company/docusign","http://www.docusign.com","Product: 
- DocuSign eSignature: This is a tool that lets people sign documents electronically. It can be used on almost any device and from anywhere.
- Contract Lifecycle Management: This is a service that helps businesses manage their contracts. It keeps all important documents in one place and makes it easier to work on them.
- Integrations: DocuSign can be connected with over 400 other tools. This makes it easier for businesses to use contracts in their workflows.

Product categories: Electronic Signature, Contract Management, Software Integrations

Users: DocuSign is used by businesses of all sizes. They sell to companies that need to sign documents electronically or manage their contracts. They also work with businesses that want to connect DocuSign with other tools they use.","https://linkedin.com/in/mina-rizk-6a52a073","invalid","No proxycurl linkedin profile"
"Aptean","https://www.linkedin.com/company/aptean","http://www.aptean.com","Product: 
- Aptean offers special software that helps businesses, especially manufacturers and distributors, to run and grow their operations. 
- They provide both cloud and on-premise options for their software. 
- They also offer services and expert advice to help businesses be prepared for future challenges.

Product categories: Business Software, Cloud Services, On-Premise Software, Business Services

Users: Aptean sells to businesses of all sizes, but they mainly focus on manufacturers and distributors. They operate globally, with offices in North America, Europe, and Asia-Pacific.","https://linkedin.com/in/leela-krishna-reddy-nanduri-a56150197","invalid","Proxycurl linkedin does not match account"
"Aptean","https://www.linkedin.com/company/aptean","http://www.aptean.com","Product: 
- Aptean offers special software that helps businesses, especially manufacturers and distributors, to run and grow their operations. 
- They provide both cloud and on-premise options for their software. 
- They also offer services and expert advice to help businesses be prepared for future challenges.

Product categories: Business Software, Cloud Services, On-Premise Software, Business Services

Users: Aptean sells to businesses of all sizes, but they mainly focus on manufacturers and distributors. They operate globally, with offices in North America, Europe, and Asia-Pacific.","https://linkedin.com/in/luke-rybczynski-56807a48","invalid","No proxycurl linkedin profile"
"Aptean","https://www.linkedin.com/company/aptean","http://www.aptean.com","Product: 
- Aptean offers special software that helps businesses, especially manufacturers and distributors, to run and grow their operations. 
- They provide both cloud and on-premise options for their software. 
- They also offer services and expert advice to help businesses be prepared for future challenges.

Product categories: Business Software, Cloud Services, On-Premise Software, Business Services

Users: Aptean sells to businesses of all sizes, but they mainly focus on manufacturers and distributors. They operate globally, with offices in North America, Europe, and Asia-Pacific.","https://linkedin.com/in/sunny-sharma237","invalid","Proxycurl linkedin does not match account"
"Iris Software Inc.","https://www.linkedin.com/company/iris-software-inc.","http://www.irissoftware.com","Product: 
- Iris Software Inc. offers IT services and technology solutions to businesses. 
- They help develop important applications for businesses in different areas like banking, insurance, healthcare, and supply chains. 
- They also offer cloud services to help businesses grow and save money on technology.

Product categories: IT services, Application development, Cloud services

Users: Iris Software Inc. sells to big companies (Fortune 500 companies). They work with businesses in many areas like banking, insurance, healthcare, and supply chains.","https://linkedin.com/in/srinivas-kuniki-b37074a","invalid","Proxycurl linkedin does not match account"
"MathWorks","https://www.linkedin.com/company/the-mathworks_2","http://mathworks.com","Product: 
- MATLAB: This is a programming tool used for things like developing algorithms, analyzing data, creating mathematical models, and doing numeric computation. It's often used in technical computing.
- Simulink: This is a tool used for simulating and designing models for dynamic and embedded systems. It's often used in engineering and science fields.
- MATLAB for Artificial Intelligence: This is a version of MATLAB specifically designed for creating AI models and systems.
- Tutorials and Courses: MathWorks also offers learning resources to help users improve their skills with their products.

Product categories: Programming Software, Simulation Software, Artificial Intelligence Tools, Educational Resources

Users: MathWorks sells to engineers and scientists around the world. They use MathWorks' products to speed up their work in discovery, innovation, and development. The products are also used in universities and learning institutions for teaching and research.","https://linkedin.com/in/nagarjuna-avuthu-a47119a0","invalid","proxycurl scraping error"
"Netflix","https://www.linkedin.com/company/netflix","https://jobs.netflix.com?utm_campaign=LIHomePage&utm_source=linkedin","Product: 
- Streaming Service: Netflix offers a service where you can watch TV shows, movies, and documentaries on the internet. You can watch as much as you want, whenever you want, without any ads. 
- Original Content: Netflix also makes its own TV shows and movies that you can only watch on Netflix. 
- Personalized Recommendations: Netflix suggests shows and movies you might like based on what you've watched before.

Product categories: Streaming Entertainment, Original Content, Personalized Recommendations

Users: Netflix is for anyone who likes to watch TV shows, movies, or documentaries. It's available in over 190 countries, so people all over the world can use it. You just need an internet connection and a device to watch on, like a TV, computer, or phone.","https://linkedin.com/in/hemu-g-768b5b1b9","invalid","proxycurl scraping error"
"Netflix","https://www.linkedin.com/company/netflix","https://jobs.netflix.com?utm_campaign=LIHomePage&utm_source=linkedin","Product: 
- Streaming Service: Netflix offers a service where you can watch TV shows, movies, and documentaries on the internet. You can watch as much as you want, whenever you want, without any ads. 
- Original Content: Netflix also makes its own TV shows and movies that you can only watch on Netflix. 
- Personalized Recommendations: Netflix suggests shows and movies you might like based on what you've watched before.

Product categories: Streaming Entertainment, Original Content, Personalized Recommendations

Users: Netflix is for anyone who likes to watch TV shows, movies, or documentaries. It's available in over 190 countries, so people all over the world can use it. You just need an internet connection and a device to watch on, like a TV, computer, or phone.","https://linkedin.com/in/argha-c","invalid","proxycurl scraping error"
"iHerb, LLC","https://www.linkedin.com/company/iherb","http://www.iherb.com","Product: iHerb sells health and wellness products. They offer a wide range of items including vitamins, supplements, and natural health products. They also sell cereals and breakfast foods.

Product categories: Health and wellness, Vitamins, Supplements, Natural health products, Food

Users: iHerb sells to people who are interested in improving their health and wellness. This could be anyone from someone who is looking to start a healthier lifestyle to someone who already leads a healthy lifestyle and is looking for specific products to enhance their health and well-being.","https://linkedin.com/in/husainlokhandwala","invalid","proxycurl scraping error"
"Quest Software","https://www.linkedin.com/company/quest-software","http://www.quest.com","Product: 
- IT Management Solutions: Quest Software provides tools to simplify IT operations. This includes managing and modernizing infrastructure for cloud, optimizing application experience, and controlling devices that connect to the network.
- Data Protection and Management: They offer solutions for data protection and management to help businesses turn data into insights faster.
- Microsoft Platform Management: They provide tools for managing Microsoft platforms effectively.
- Performance Monitoring: Quest Software offers performance monitoring solutions to ensure IT systems are running efficiently.
- Unified Endpoint Management: They provide solutions for managing all endpoints (devices that connect to a network) in a unified manner.
- Cybersecurity Solutions: Quest Software offers solutions to strengthen cybersecurity from the inside out. This includes identity management, enterprise vulnerability detection, and auditing and compliance.

Product categories: IT Management, Data Protection, Data Management, Microsoft Platform Management, Performance Monitoring, Unified Endpoint Management, Cybersecurity Solutions

Users: Quest Software sells to organizations worldwide that need to simplify their IT operations. This includes large enterprises, as they mention that 95% of the Fortune 500 trust their software. They also cater to businesses that need to manage, modernize, and secure their IT systems, whether they operate on-premises, in the cloud, or a hybrid of both.","https://linkedin.com/in/neel-darji-3a5a8661","invalid","Proxycurl linkedin does not match account"
"Netsmart","https://www.linkedin.com/company/netsmart/","http://www.ntst.com","Product: 
- Electronic Health Records (EHRs): These are digital versions of patients' health information. They are real-time, patient-centered records that make information available instantly and securely to authorized users.
- Management Process Solutions: These are tools that help health service providers manage their work more efficiently.
- Technology for Automating Clinical, Financial, and Administrative Tasks: This technology helps health service providers automate their tasks, making their work easier and more efficient.

Product categories: Health Technology, Electronic Health Records, Management Process Solutions

Users: Netsmart sells to health service providers and organizations. These include people and places that provide care for behavioral health, care at home, senior living, and social services. They help these providers to manage their work, keep track of patient information, and improve the care they give to their patients.","https://linkedin.com/in/patricklimpach","invalid","No proxycurl linkedin profile"
"Pluralsight","https://www.linkedin.com/company/pluralsight","http://www.pluralsight.com","Product: Pluralsight offers online courses and training in technology and software development. They have a wide range of courses in different areas like coding, data science, IT operations, and more. They also provide tools to help businesses measure and increase the skills of their tech teams.

Product categories: Online Education, Skill Assessment Tools

Users: Pluralsight sells to individuals who want to learn or improve their tech skills. They also sell to businesses that want to train their tech teams and make sure they have the skills they need.","https://linkedin.com/in/abe-je","invalid","proxycurl scraping error"
"Pluralsight","https://www.linkedin.com/company/pluralsight","http://www.pluralsight.com","Product: Pluralsight offers online courses and training in technology and software development. They have a wide range of courses in different areas like coding, data science, IT operations, and more. They also provide tools to help businesses measure and increase the skills of their tech teams.

Product categories: Online Education, Skill Assessment Tools

Users: Pluralsight sells to individuals who want to learn or improve their tech skills. They also sell to businesses that want to train their tech teams and make sure they have the skills they need.","https://linkedin.com/in/sean-coffman-5ab68b194","invalid","No proxycurl linkedin profile"
"Pluralsight","https://www.linkedin.com/company/pluralsight","http://www.pluralsight.com","Product: Pluralsight offers online courses and training in technology and software development. They have a wide range of courses in different areas like coding, data science, IT operations, and more. They also provide tools to help businesses measure and increase the skills of their tech teams.

Product categories: Online Education, Skill Assessment Tools

Users: Pluralsight sells to individuals who want to learn or improve their tech skills. They also sell to businesses that want to train their tech teams and make sure they have the skills they need.","https://linkedin.com/in/jeffegarcia","invalid","No proxycurl linkedin profile"
"Pluralsight","https://www.linkedin.com/company/pluralsight","http://www.pluralsight.com","Product: Pluralsight offers online courses and training in technology and software development. They have a wide range of courses in different areas like coding, data science, IT operations, and more. They also provide tools to help businesses measure and increase the skills of their tech teams.

Product categories: Online Education, Skill Assessment Tools

Users: Pluralsight sells to individuals who want to learn or improve their tech skills. They also sell to businesses that want to train their tech teams and make sure they have the skills they need.","https://linkedin.com/in/bhavesh-malvi-691bb6132","invalid","Proxycurl linkedin does not match account"
"Zycus","https://www.linkedin.com/company/zycus","https://www.zycus.com","Product: 
- Cognitive Source to Pay: This is a software that helps businesses manage their buying and paying processes. It uses artificial intelligence to make these processes more efficient and to help teams focus on strategic tasks.
- Cognitive Accounts Payable: This software helps businesses manage their bills. It can handle all types of invoices, manage vendor queries, and prevent fraud. It uses artificial intelligence to improve productivity.
- Cognitive Contracting: This software helps businesses manage their contracts. It can speed up the process from writing to signing contracts and manage risks. It uses artificial intelligence to review contract risks and improve processes.

Product categories: Procurement software, Accounts Payable software, Contract Management software

Users: Zycus sells to large global businesses. These businesses use Zycus's software to manage their buying and paying processes, handle their bills, and manage their contracts.","https://linkedin.com/in/veeramruta","invalid","proxycurl scraping error"
"EverQuote","https://linkedin.com/company/everquote","http://www.everquote.com","Product: EverQuote offers an online platform where users can compare different car insurance quotes for free. They provide information on various types of car insurance including liability insurance, collision insurance, comprehensive insurance, uninsured motorist insurance, personal injury protection and medical payments coverage, and rental reimbursement insurance. They also provide advice on how much auto insurance one might need, what full coverage car insurance means, how much auto insurance might cost, how car insurance quotes are calculated, and how to get cheaper car insurance quotes.

Product categories: Online Insurance Comparison Platform

Users: EverQuote is for anyone who owns a car and needs insurance. This could be new drivers looking for their first insurance policy, people who are shopping around for a better rate, or individuals who have moved or bought a new car and need to change their insurance. It's also for people who want to understand more about car insurance and how it works.","https://linkedin.com/in/dan-schwemmlein","invalid","No proxycurl linkedin profile"
"Discovery Inc","https://linkedin.com/company/discoveryinc","http://careers.wbd.com","Product: Warner Bros. Discovery is a media and entertainment company that provides a wide range of content. They offer television shows, films, sports broadcasts, news, streaming services, and video games. They also provide job opportunities in various fields related to media and entertainment.

Product categories: Media and Entertainment, Job Opportunities

Users: Their products are for anyone who enjoys watching television, films, sports, or playing video games. They also offer job opportunities to people who are interested in working in the media and entertainment industry.","https://linkedin.com/in/sruthi-laya-700777250","invalid","proxycurl scraping error"
"Discovery Inc","https://linkedin.com/company/discoveryinc","http://careers.wbd.com","Product: Warner Bros. Discovery is a media and entertainment company that provides a wide range of content. They offer television shows, films, sports broadcasts, news, streaming services, and video games. They also provide job opportunities in various fields related to media and entertainment.

Product categories: Media and Entertainment, Job Opportunities

Users: Their products are for anyone who enjoys watching television, films, sports, or playing video games. They also offer job opportunities to people who are interested in working in the media and entertainment industry.","https://linkedin.com/in/peter-sutter-b7230417","invalid","Proxycurl linkedin does not match account"
"Epsilon","https://www.linkedin.com/company/epsilon","http://www.epsilon.com","Product: 
- Epsilon PeopleCloud: This is a tool that helps businesses understand their customers better. It uses the data a business has about its customers to help the business connect with them in smarter ways.
- Digital CDP: This tool combines a business's own customer data with insights about customer behavior outside the business. This helps the business run better marketing campaigns.
- Retail Media Solution: This is a new tool that combines Epsilon's customer identity information with a platform called CitrusAd. It helps businesses reach more customers across more channels and make more money.

Product categories: Marketing Technology, Customer Data Platform, Retail Media Solution

Users: Epsilon sells to businesses that want to understand their customers better and reach more people with their marketing. This could include brands, advertising agencies, and publishers.","https://linkedin.com/in/zakaria-mohammed-90864224b","invalid","proxycurl scraping error"
"Epsilon","https://www.linkedin.com/company/epsilon","http://www.epsilon.com","Product: 
- Epsilon PeopleCloud: This is a tool that helps businesses understand their customers better. It uses the data a business has about its customers to help the business connect with them in smarter ways.
- Digital CDP: This tool combines a business's own customer data with insights about customer behavior outside the business. This helps the business run better marketing campaigns.
- Retail Media Solution: This is a new tool that combines Epsilon's customer identity information with a platform called CitrusAd. It helps businesses reach more customers across more channels and make more money.

Product categories: Marketing Technology, Customer Data Platform, Retail Media Solution

Users: Epsilon sells to businesses that want to understand their customers better and reach more people with their marketing. This could include brands, advertising agencies, and publishers.","https://linkedin.com/in/vijayandra-patil-51407bb2","invalid","proxycurl scraping error"
"Discovery Inc","https://linkedin.com/company/discoveryinc","http://careers.wbd.com","Product: Warner Bros. Discovery is a media and entertainment company that provides a wide range of content. They offer television shows, films, sports broadcasts, news, streaming services, and video games. They also provide job opportunities in various fields related to media and entertainment.

Product categories: Media and Entertainment, Job Opportunities

Users: Their products are for anyone who enjoys watching television, films, sports, or playing video games. They also offer job opportunities to people who are interested in working in the media and entertainment industry.","https://linkedin.com/in/priyanka-reddy-sdfgh","invalid","proxycurl scraping error"
"Abiomed","https://www.linkedin.com/company/abiomed","http://www.abiomed.com","Product: 
- Impella Heart Pumps: These are tiny heart pumps that help the heart by improving blood flow. 
- Abiomed Breethe OXY-1 System: This is a small system that helps people who have trouble breathing by providing them with oxygen. It's designed to be easy to use and move around with. 
- Services and Support: Abiomed also offers help to healthcare professionals. They provide support in person, over the phone, and online to help doctors and nurses use their products and get the best results for their patients.

Product categories: Medical Devices, Healthcare Support Services

Users: Abiomed sells to healthcare professionals like doctors and nurses. These professionals use Abiomed's products to help their patients who have heart or breathing problems.","https://linkedin.com/in/pradeep-g-48b863161","invalid","proxycurl scraping error"
"Epsilon","https://www.linkedin.com/company/epsilon","http://www.epsilon.com","Product: 
- Epsilon PeopleCloud: This is a tool that helps businesses understand their customers better. It uses the data a business has about its customers to help the business connect with them in smarter ways.
- Digital CDP: This tool combines a business's own customer data with insights about customer behavior outside the business. This helps the business run better marketing campaigns.
- Retail Media Solution: This is a new tool that combines Epsilon's customer identity information with a platform called CitrusAd. It helps businesses reach more customers across more channels and make more money.

Product categories: Marketing Technology, Customer Data Platform, Retail Media Solution

Users: Epsilon sells to businesses that want to understand their customers better and reach more people with their marketing. This could include brands, advertising agencies, and publishers.","https://linkedin.com/in/aditya-s-n-4a8330256","invalid","proxycurl scraping error"
"iHerb, LLC","https://www.linkedin.com/company/iherb","http://www.iherb.com","Product: iHerb sells health and wellness products. They offer a wide range of items including vitamins, supplements, and natural health products. They also sell cereals and breakfast foods.

Product categories: Health and wellness, Vitamins, Supplements, Natural health products, Food

Users: iHerb sells to people who are interested in improving their health and wellness. This could be anyone from someone who is looking to start a healthier lifestyle to someone who already leads a healthy lifestyle and is looking for specific products to enhance their health and well-being.","https://linkedin.com/in/tyler-stilwagen-31761865","invalid","proxycurl scraping error"
"Discovery Inc","https://linkedin.com/company/discoveryinc","http://careers.wbd.com","Product: Warner Bros. Discovery is a media and entertainment company that provides a wide range of content. They offer television shows, films, sports broadcasts, news, streaming services, and video games. They also provide job opportunities in various fields related to media and entertainment.

Product categories: Media and Entertainment, Job Opportunities

Users: Their products are for anyone who enjoys watching television, films, sports, or playing video games. They also offer job opportunities to people who are interested in working in the media and entertainment industry.","https://linkedin.com/in/ankush-chand-gowli-732aaa1ab","invalid","proxycurl scraping error"
"DocuSign","https://www.linkedin.com/company/docusign","http://www.docusign.com","Product: 
- DocuSign eSignature: This is a tool that lets people sign documents electronically. It can be used on almost any device and from anywhere.
- Contract Lifecycle Management: This is a service that helps businesses manage their contracts. It keeps all important documents in one place and makes it easier to work on them.
- Integrations: DocuSign can be connected with over 400 other tools. This makes it easier for businesses to use contracts in their workflows.

Product categories: Electronic Signature, Contract Management, Software Integrations

Users: DocuSign is used by businesses of all sizes. They sell to companies that need to sign documents electronically or manage their contracts. They also work with businesses that want to connect DocuSign with other tools they use.","https://linkedin.com/in/ravi4devops","invalid","proxycurl scraping error"
"Discovery Inc","https://linkedin.com/company/discoveryinc","http://careers.wbd.com","Product: Warner Bros. Discovery is a media and entertainment company that provides a wide range of content. They offer television shows, films, sports broadcasts, news, streaming services, and video games. They also provide job opportunities in various fields related to media and entertainment.

Product categories: Media and Entertainment, Job Opportunities

Users: Their products are for anyone who enjoys watching television, films, sports, or playing video games. They also offer job opportunities to people who are interested in working in the media and entertainment industry.","https://linkedin.com/in/priyanka-reddy-b4569720a","invalid","proxycurl scraping error"
"Discovery Inc","https://linkedin.com/company/discoveryinc","http://careers.wbd.com","Product: Warner Bros. Discovery is a media and entertainment company that provides a wide range of content. They offer television shows, films, sports broadcasts, news, streaming services, and video games. They also provide job opportunities in various fields related to media and entertainment.

Product categories: Media and Entertainment, Job Opportunities

Users: Their products are for anyone who enjoys watching television, films, sports, or playing video games. They also offer job opportunities to people who are interested in working in the media and entertainment industry.","https://linkedin.com/in/priyanka-reddy-sdfghs","invalid","proxycurl scraping error"
"DocuSign","https://www.linkedin.com/company/docusign","http://www.docusign.com","Product: 
- DocuSign eSignature: This is a tool that lets people sign documents electronically. It can be used on almost any device and from anywhere.
- Contract Lifecycle Management: This is a service that helps businesses manage their contracts. It keeps all important documents in one place and makes it easier to work on them.
- Integrations: DocuSign can be connected with over 400 other tools. This makes it easier for businesses to use contracts in their workflows.

Product categories: Electronic Signature, Contract Management, Software Integrations

Users: DocuSign is used by businesses of all sizes. They sell to companies that need to sign documents electronically or manage their contracts. They also work with businesses that want to connect DocuSign with other tools they use.","https://linkedin.com/in/elhadj-gaye-090a87a2","invalid","proxycurl scraping error"
"DocuSign","https://www.linkedin.com/company/docusign","http://www.docusign.com","Product: 
- DocuSign eSignature: This is a tool that lets people sign documents electronically. It can be used on almost any device and from anywhere.
- Contract Lifecycle Management: This is a service that helps businesses manage their contracts. It keeps all important documents in one place and makes it easier to work on them.
- Integrations: DocuSign can be connected with over 400 other tools. This makes it easier for businesses to use contracts in their workflows.

Product categories: Electronic Signature, Contract Management, Software Integrations

Users: DocuSign is used by businesses of all sizes. They sell to companies that need to sign documents electronically or manage their contracts. They also work with businesses that want to connect DocuSign with other tools they use.","https://linkedin.com/in/cedric-pottier-a126a250","invalid","proxycurl scraping error"
